Name,ReleaseDate,Mpn,Edition,Collection,Classification,Category,Description
Ruby Radiance Barbie Doll,1997,15520,Collector Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"Feast your eyes on this vision in red. From the Jewel Essence Collection™ by Bob Mackie comes Ruby Radiance™ Barbie® doll, emitting the glamour, feeling and richness of a beautiful ruby. Each doll in the series is adorned with beautiful Swarovski® crystals. She seems to be glowing in a deep, dark, fiery red gown and turban flickering with red crystal rhinestones. With her ruffled boa surrounding her like flames, she is the essence of the warmest jewel of all."
Midnight Waltz Barbie Doll (Brunette),1996,16705,,Ballroom Beauties Collection,Collector,,"Barbie® Doll is the belle of the ball in her midnight blue, velvety ball gown. Strands of faux pearls adorn her glamorous skirt, while a white satiny drape adds softness and contrast, and an underskirt of lace peeks out in front. Accessories include long white opera gloves and a double strand faux pearl necklace. From the bow in her lovely brunette hair to the dainty fan in her hand, everything about this stunning Limited Edition doll will make you want to dance."
Shopping Chic Barbie Doll (AA),1995,15801,Exclusive Edition,,Collector,,"Style to stroll in! Barbie looks her fashionable best in her new outfit! With head-to-toe matching accessories, she and her pretty poodle are turning heads everywhere they go!"
,,12593-0910,,,,,
Bob Mackie Goddess of the Sun Barbie Doll,1995,14056,Limited Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"Befitting a dazzling goddess, Barbie® wears a gown encrusted with over 11, 000 hand-sewn sequins and beads. The sparkling bodice and slim skirt accentuate her perfect proportions. A luminous collar, echoing the rays of the sun sits gently on her shoulders. Her unique, yellow gold hair shines like golden flax above a majestic headpiece accented with rhinestones. Earrings shaped like miniature suns brighten her mysterious smile."
Summer Splendor Barbie Doll,1997,15683,Limited Edition,Enchanted Seasons Collection®,Collector,Signature,"Summer Splendor® Barbie® doll will delight your eyes like a field of daisies on the clearest of summer days. Her crisp yellow and white gingham-print dress is complemented by a shimmering white, flocked overskirt. Her beautiful face is shaded from the summer sun by a sumptuous hat with colorful strawberry and daisy decoration. Every detail is perfect, down to her matching parasol, also accented with strawberries and daisies. Her dark, flowing hair has been lovingly styled to highlight her delicate face."
Bob Mackie Neptune Fantasy Barbie Doll,1992,4248,Timeless Treasures™,Bob Mackie Barbie® Dolls,Collector,Signature,"Second in the Mackie series, this stunning and exotic creation features an African American Barbie® fitted in a black and silvery gown with over 5000 hand-sewn sequins and beads, matching silvery headdress and feather train."
Christian Dior Barbie Doll,1995,13168,Limited Edition,Christian Dior Barbie® Dolls,Collector,Signature,"Barbie® doll wears only the most fabulous clothing, designed by the world's premier designers! In this stunning Christian Dior creation, Barbie® models an exquisite gold, black, and red metallic brocade gown that includes a fitted jacket and matching floor-length skirt. Golden beads and rhinestones accent the sleeves of her stunning jacket. Her blond hair is pulled back into an elegant chignon style, revealing golden leaf earrings."
,,J9817,,,,,
Bob Mackie Platinum Barbie Doll,1991,2704,Timeless Treasures™,Bob Mackie Barbie® Dolls,Collector,Signature,"Sixth in the Mackie series, Masquerade Ball™ Barbie® wears a multi-colored harlequin gown of vivid glass bugle beads sewn in diamond patterns, and accented with a velvety black overskirt. Her braided titian hair is topped by an elaborate black hat with feathers."
Bob Mackie Queen of Hearts Barbie Doll,1994,12046,,Bob Mackie Barbie® Dolls,Collector,Signature,"Queen of Hearts Barbie® wears a luscious red ensemble featuring a gorgeous sequined gown, heart-embroidered cape, and fanciful headdress, all offset by her stunning features and dark upswept hair."
Bob Mackie Masquerade Ball Barbie Doll,1993,10803,Timeless Treasures™,Bob Mackie Barbie® Dolls,Collector,Signature,"Sixth in the Mackie series, Masquerade Ball™ Barbie® wears a multi-colored harlequin gown of vivid glass bugle beads sewn in diamond patterns, and accented with a velvety black overskirt. Her braided titian hair is topped by an elaborate black hat with feathers."
Bob Mackie Moon Goddess Barbie Doll,1996,14105,Limited Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"Moon Goddess® Barbie® wears a shimmering midnight blue sheath covered with sequins. A fanciful ""moonbeam"" drapes over her shoulder and falls into an elegant floor length cape, accented with stars. Her hair is swept up beneath a deep blue hat and dangling crescent earrings complete the fantasy."
1996 Happy Holidays Barbie Doll,1996,15647,Special Edition,Happy Holidays® Series,Collector,Signature,"In a charming burgundy velvet coat trimmed in luxurious white faux fur, Barbie® doll welcomes the holiday season. Underneath her lovely velvet coat is a golden-tiered skirt. A gorgeous white faux fur muff and hat match the fur accents at her collar and sleeves."
Jeweled Splendor Barbie Doll,1995,14061,Collector Edition,Diva Collection™,Collector,Signature,"One of the few Barbie® dolls to wear a black gown, Jeweled Splendor® Barbie® makes a dramatic statement in this gorgeous floor-length black velvet gown. The bottom of the dress is trimmed in golden braid, accented with colorful ""jewels"". Her bodice is also accented by ""jewels"", creating a colorful — as well as spectacular — sight. Black pouffed sleeves, a colorful ""jeweled"" tiara, and golden necklace and earrings complete this exquisite ensemble."
1997 Happy Holidays Barbie Doll,1997,17832,Special Edition,Happy Holidays® Series,Collector,Signature,"Barbie® doll is a true image of royal splendor in holiday red, snowy white and glittering gold with a golden tiara adorned with six ruby-colored gemstones. Festive accents include a jeweled choker and earrings."
Country Rose Barbie Doll,1997,17782,Collector Edition,Grand Ole Opry™ Collection,Collector,Signature,"The premiere doll from the Grand Ole Opry™ Collection, Country Rose™ Barbie® doll displays the style and glamour that made the Opry™ famous. Her stunning red satin ensemble is highlighted by black ""suede"" yolk and cuffs edged in golden trim. Beautiful embroidered roses, a white chiffon scarf and dazzling rhinestone accents add an elegant touch to her western outfit. From her rooted eyelashes and clear blue eyes, to her ""suede"" western hat, Barbie® is simply show-stopping. She even has her own guitar"
Bob Mackie Moon Goddess Barbie Doll,1996,14105,Limited Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"Moon Goddess® Barbie® wears a shimmering midnight blue sheath covered with sequins. A fanciful ""moonbeam"" drapes over her shoulder and falls into an elegant floor length cape, accented with stars. Her hair is swept up beneath a deep blue hat and dangling crescent earrings complete the fantasy."
Sapphire Splendor Barbie Doll,1997,15523,Collector Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"World-famous designer Bob Mackie has designed a series of Barbie® dolls celebrating the beauty, glamour and brilliance of jewels. Here, Sapphire Splendor™ Barbie® weaves her spell in rich blue velvet and satin. Cool and elegant, her eyes deep as pools, she is exquisite in her sparkling headdress and sweeping gown with clear blue crystal rhinestones. The stones are beautiful Swarovski® crystals. It's yet another glorious triumph for Bob Mackie."
Emerald Embers Barbie Doll,1997,15521,Collector Edition,Bob Mackie Barbie® Dolls,Collector,Signature,"Green has never looked so good. Meet Emerald Embers™ Barbie® doll from the Jewel Essence Collection™ by Bob Mackie. Every doll in the collection sparkles in the color of a jewel and is adorned with beautiful Swarovski® crystals. Here, Barbie, embraced in deep emerald green, glows like a jewel of the Amazon. Her eyes seem to smolder like the crystal rhinestones on her dress. Poised and regal, she is a tribute to the jewel of kings."
Soda Fountain Sweetheart Barbie Doll,1996,15762,Collector Edition,COCA-COLA® Barbie® Series,Collector,,"They're two American symbols, together bringing the past to life. Meet Soda Fountain Sweetheart™ Barbie® doll, the premier doll in the nostalgic COCA-COLA® Fashion Classic Series®. For years, the COCA-COLA Ladies were the world's most glamorous advertising symbols. From calendars to magazines to serving trays, their image was everywhere, depicting fashionable women of the times. Now Barbie® adds her own timeless glamour and beautiful smile to those legendary ads as she brings the COCA-COLA Ladies to life. Lovingly created from a 1907 ad, every detail brings back those nostalgic days. Even the COCA-COLA glass and holder she carries is authentic to the times. Barbie® and COCA-COLA®, two American originals together for the first time."
Romantic Interlude Barbie Doll,1997,17136,Collector Edition,Classique® Collection,Collector,Signature,"A portrait in elegance, this 1997 Classique Collection Barbie® doll features a striking combination of black and white in a timeless silhouette. Created by designer Ann Driskill, Romantic Interlude™ Barbie® makes a strong statement in a long, black velvety coat that opens to reveal an off-white satin underskirt. Rhinestone buttons highlight the bodice and hat with a simple spray of black and white feathers completing one of the most elegant Barbie® ensembles ever. Underneath her skirt, she wears black boots to complete the outfit. Her brown hair is flatteringly bobbed at her chin and she has rooted eyelashes."
Hudson's Bay Governor's Ball Barbie,1996,14010,Limited Edition,,Play line,,
Barbie as Glinda the Good Witch in The Wizard of Oz,1996,14901,Collector Edition,The Wizard of Oz™ Collection,Collector,Movies and Videos,"Barbie® doll is magical as Glinda, the Good Witch. Her costume captures all the enchantment of Glinda''s fairy like presence. Her lavish peach gown is made of layers of sparkling tulle with an iridescent underskirt that seems to radiate light. She wears a clear, sparkling crown with a silvery starburst atop her head. A silvery choker wraps around her lovely neck. And of course, she carries her ""magic"" wand to bring hope and joy to everyone who loved her in this wonderful musical. So click your heels three times, and be transported to the magical land of Oz."
1990 Happy Holidays Barbie Doll,1990,4098,,Happy Holidays® Series,Collector,Signature,"Dressed in pink, Barbie® doll's layered fuchsia gown glitters with sparkling silvery accents. Poufed sleeves and accompanying star ornament add special touches to this lovely vision of holiday bliss."
Midnight Princess Barbie Doll,1997,17780,Limited Edition,Winter Princess Collection,Collector,,"The fifth and final doll in a beautiful collection of Winter Princess® Barbie® dolls, Midnight Princess Barbie® is a study in black with dramatic jewel-tone accents. With her flocked black dress and golden trim, she looks her brilliant best. Her golden hair is worn loose, in curls around her face and shoulders, with small sections loosely knotted at the back. Her sleeves and neck are covered with sheer black tulle and her full skirt is accented by wide colorful ribbons."
Barbie and Ken 30th Anniversary Star Trek Giftset,1996,15006,Collector Edition,Star Trek Dolls,Collector,Signature,"Join Barbie® and Ken for a special mission aboard the U. S. S. Enterprise™ in this tribute to the original Star Trek series. Barbie® doll is an Engineering Officer in her short, red uniform with black trim. She wears an authentic insignia and carries a Tricorder™ and a Communicator. Ken® doll wears a gold jersey and insignia indicating he is a Command Officer. He carries a Phaser™ and Communicator. The dolls are displayed in a fun, commemorative package along with Captain James T. Kirk™ and First Officer Spock™. Beam aboard, and let the adventure begin."
Barbie and Ken 30th Anniversary Star Trek Giftset,1996,15006,Collector Edition,Star Trek Dolls,Collector,Signature,"Join Barbie® and Ken for a special mission aboard the U. S. S. Enterprise™ in this tribute to the original Star Trek series. Barbie® doll is an Engineering Officer in her short, red uniform with black trim. She wears an authentic insignia and carries a Tricorder™ and a Communicator. Ken® doll wears a gold jersey and insignia indicating he is a Command Officer. He carries a Phaser™ and Communicator. The dolls are displayed in a fun, commemorative package along with Captain James T. Kirk™ and First Officer Spock™. Beam aboard, and let the adventure begin."
Barbie and Ken 30th Anniversary Star Trek Giftset,1996,15006,Collector Edition,Star Trek Dolls,Collector,Signature,"Join Barbie® and Ken for a special mission aboard the U. S. S. Enterprise™ in this tribute to the original Star Trek series. Barbie® doll is an Engineering Officer in her short, red uniform with black trim. She wears an authentic insignia and carries a Tricorder™ and a Communicator. Ken® doll wears a gold jersey and insignia indicating he is a Command Officer. He carries a Phaser™ and Communicator. The dolls are displayed in a fun, commemorative package along with Captain James T. Kirk™ and First Officer Spock™. Beam aboard, and let the adventure begin."
1997 Happy Holidays Barbie Doll,1997,17832,Special Edition,Happy Holidays® Series,Collector,Signature,"Barbie® doll is a true image of royal splendor in holiday red, snowy white and glittering gold with a golden tiara adorned with six ruby-colored gemstones. Festive accents include a jeweled choker and earrings."
1997 Happy Holidays Barbie Doll,1997,17832,Special Edition,Happy Holidays® Series,Collector,Signature,"Barbie® doll is a true image of royal splendor in holiday red, snowy white and glittering gold with a golden tiara adorned with six ruby-colored gemstones. Festive accents include a jeweled choker and earrings."
Barbie Loves Elvis Giftset,1997,17450,Collector Edition,Barbie® Loves Elvis,Collector,Signature,"Here's a very special giftset that includes Elvis and his favorite fan, Barbie! Barbie® doll is dressed as an adoring fan of Elvis during the 1950''s. She's attending a live rock concert and hopes to receive an autograph from the ""King of Rock 'n Roll. "" She even holds a picture of Elvis! Produced with the retrospective look of the earliest Barbie® dolls, our gal looks fabulous in her 1950's inspired fashion. Her ensemble includes a pink sweater, pink scarf, black skirt decorated with Elvis memorabilia, white socks and saddle shoes. Elvis looks like he's ready to rock in his famous gold lame jacket over a black shirt and pants. His special face sculpting has been designed to capture the image of ""The King of Rock 'n Roll, "" while his hairstyle conjures images of Elvis in his heyday. He even comes with a guitar and microphone to complete his look."
Barbie Doll as Marilyn in the Red Dress from Gentlemen Prefer Blondes,1997,17452,,Hollywood Legends Collection®,Collector,Signature,"Daring style and excitement from Barbie® doll as she recreates Marilyn Monroe's role of Lorelei Lee in the popular musical Gentlemen Prefer Blondes. Barbie® is dazzling in her glittery red gown with its daring v-neck and high slit. Sparkling accessories include rhinestone bracelets, necklace and earrings with a glittery red hat topped with feather plumes. Marilyn™ and Barbie® collectors alike will treasure this beautiful recreation with its authentic look and feel."
Barbie as Marilyn in the White Dress from The Seven Year Itch,1997,17155,,Hollywood Legends Collection®,Collector,Signature,"Barbie® doll as Marilyn Monroe™ captures all the beauty and charm of this famous actress, in costumes specially recreated from two of her most famous films from Twentieth Century Fox. Among the many photographs of Marilyn Monroe, perhaps none captures her beauty and allure as much as the famous scene of her standing above the grill in New York as the subway rushes by. From the film, ""The Seven Year Itch, "" Barbie® as Marilyn wears her famous white halter dress with crystal pleating, and beautiful faux pearl earrings. Collectors will love the incredible way Barbie® recaptures the stunning beauty of Marilyn in this famous scene from a great film."
Evening Majesty Barbie Doll,1996,17235,Special Edition,,Play line,,
1996 Happy Holidays Barbie Doll,1996,15646,Special Edition,Happy Holidays® Series,Collector,Signature,"In a charming burgundy velvet coat trimmed in luxurious white faux fur, Barbie® doll welcomes the holiday season. Underneath her lovely velvet coat is a golden-tiered skirt. A gorgeous white faux fur muff and hat match the fur accents at her collar and sleeves."
Barbie Loves Elvis Giftset,1997,17450,Collector Edition,Barbie® Loves Elvis,Collector,Signature,"Here's a very special giftset that includes Elvis and his favorite fan, Barbie! Barbie® doll is dressed as an adoring fan of Elvis during the 1950''s. She's attending a live rock concert and hopes to receive an autograph from the ""King of Rock 'n Roll. "" She even holds a picture of Elvis! Produced with the retrospective look of the earliest Barbie® dolls, our gal looks fabulous in her 1950's inspired fashion. Her ensemble includes a pink sweater, pink scarf, black skirt decorated with Elvis memorabilia, white socks and saddle shoes. Elvis looks like he's ready to rock in his famous gold lame jacket over a black shirt and pants. His special face sculpting has been designed to capture the image of ""The King of Rock 'n Roll, "" while his hairstyle conjures images of Elvis in his heyday. He even comes with a guitar and microphone to complete his look."
Spring Tea Party Barbie Doll,1997,18656,,Avon Exclusives,Collector,,
1993 Happy Holidays Barbie Doll,1993,10824,Special Edition,Happy Holidays® Series,Collector,Signature,"Wearing a red tulle gown with golden bodice, Barbie® doll is ready to celebrate the season! Her golden bodice is accented by several red sequined and bead poinsettias. There's even a lovely poinsettia in her long flowing hair. What a beautiful vision of holiday cheer!"
1995 Happy Holidays Barbie Doll,1995,14123,Special Edition,Happy Holidays® Series,Collector,Signature,"Barbie® doll wants to wish you happy holidays! In a very festive green holly-printed dress with a silvery Victorian collar, Barbie® personifies the charm of the season. Her ensemble is accented by red rhinestone berries, a poinsettia sash, jeweled choker and a red poinsettia in her hair."
1997 Happy Holidays Barbie Doll,1997,17832,Special Edition,Happy Holidays® Series,Collector,Signature,"Barbie® doll is a true image of royal splendor in holiday red, snowy white and glittering gold with a golden tiara adorned with six ruby-colored gemstones. Festive accents include a jeweled choker and earrings."
Evening Majesty Barbie Doll,1996,17235,Special Edition,,Play line,,
NASCAR Official #94 Barbie Doll,1999,22954,Collector Edition,Barbie® Loves Sports,Collector,Signature,"In her authentic racing uniform inspired by racing champ, Bill Elliott, NASCAR® Official #94 Barbie® doll is ready to put the pedal to the metal! Her red and yellow uniform, racing cap and helmet with working visor are amply adorned with NASCAR®, McDonald's and other sponsor logos. Barbie® and NASCAR® combine the enduring glamour and the excitement and suspense of the number one spectator sport, NASCAR® Winston Cup Racing."
Romantic Ruffles #1871,1969,1871,,,,Fashion,"Barbie® doll looked her radiant best in this pink and silver evening dress. The silvery lamé over the pink, sleeveless bodice met a five tiered pink net skirt sparkled with silver dots. The ruffles had a sheer lining and a hot pink taffeta underskirt. A pink satin ribbon and a net and taffeta flower accented the empire waist. Mod rosette earrings of sheer pink fabric and a silvertone bead on chains hung to Barbie® doll's shoulders. A clutch bag was fashioned of the silvery lamé and was lined in the pink taffeta. It closed with a silvertone bead button. Pink soft bow or pilgrim shoes completed the ensemble."
Holiday Memories Barbie Doll,1995,14106,Special Edition,Holiday Barbie™ Dolls,Collector,Signature,"Greetings from Holiday Memories® Barbie® doll! Together, Barbie® and Hallmark have teamed up to bring you this very special doll commemorating the 85th anniversary of Hallmark Cards. Barbie® is dressed in a lovely white flared jacket and skirt with a red skirt underneath. Her jacket is trimmed in brown faux fur at the collar and cuffs, and the ensemble is accented with a red and white hat and brown knee-high boots."
Paint 'N Dazzle Barbie Doll (red hair),1993,10057,,,Play line,,
Cinderella 1964 From Barbie with Love by Enesco,1995,17099,,From Barbie with Love Collection by Enesco,,Home,Commemorative figure of Barbie Cinderella 1964.
The Original ARIZONA Jean Company Barbie Doll,1995,15441,Special Edition,,Play line,,Barbie is looking cool and trendy in her original Arizona Jean Co. denims designed just for her!
Workin' Out Barbie Doll,1996,17317,,Workin Out Barbie,Play line,,Workin' Out suction cup shoes make working out easy!
Winter Renaissance Barbie Doll,1996,15570,Special Edition,,Play line,,
Barbie Doll as Maria in The Sound of Music,1994,13676,,Hollywood Legends Collection®,Collector,Signature,"Capture the Sound of Music as Barbie® doll portrays the wonderful heroine from one of the most beloved movies of all time. It's an authentic reproduction taken right from the film. Barbie® doll is dressed in a demure jumper with a floral printed brocade skirt, complete with ""alpine glitter. "" Just like Maria in the movie, Barbie® wears short, cropped hair. She has a simple straw hat atop her head and even carries a miniature guitar. From her big blue eyes to beautiful smile, Barbie® as Maria is utterly charming."
Native American Barbie Doll 3rd Edition,1995,12699,,Dolls of the World®,Collector,Signature,"This Native American doll, from the Southern Plains, is dressed in an updated version of a tribal princess costume. Pretty in a pink tunic and skirt with geometric patterns, her costume is trimmed in white fringe and ribbon. Her moccasins, beaded necklace, ""turquoise"" earrings and ring complete this modern powwow look."
Native American Barbie Doll 1st Edition,1993,1753,Special Edition,Dolls of the World®,Collector,Signature,"Native American Barbie doll is part of a proud Indian heritage, rich in culture and tradition. Her tribe-inspired costume is a white dress decorated with Indian artwork, fringe, and complemented by the soft faux leather moccasins on her feet. Her purse is also decorated with fringe. Indian women often wear their hair in braids, like this doll, tied at each end with blue bands."
Native American Barbie Doll 2nd Edition,1994,11609,Special Edition,Dolls of the World®,Collector,,"Native American Barbie doll prepares for a traditional powwow ceremony. Her long dress, inspired by the original Native American buckskin dresses, is accented with a silvery-colored belt, long, colorful fringe, and a gorgeous multi-colored bodice. Feathers complement this beautiful ensemble, both on her dress, and intertwined in her dark braided hair."
Twinkle Lights Barbie Doll,1993,10390,,,Play line,,Turn off the lights and her dress glows with hundreds of star dots just like the night sky!! (Special light used for photography).
Pioneer Barbie Doll,1995,12680,Collector Edition,American Stories Collection ™,Collector,Signature,"Here's Pioneer Barbie® doll from the American Stories Series™. Watch her follow her dreams as a young shopkeeper selling wares from her general store. She's dressed in a full length calico dress and matching bonnet. A Collector Edition doll, girls will adore both this doll and the very special storybook that brings pioneer history to life."
Medieval Lady Barbie Doll,1995,12791,Collector Edition,The Great Eras® Collection,Collector,Signature,"From The Great Eras® Collection, Barbie® doll captures the true essence of medieval times in this incredible costume. Her dark blue floor-length gown is accented by colorful detailing that lines her sleeves, a faux fur collar, and golden trim at the waist, neckline, and sleeves. Her braided hair is covered by a majestic golden hennin."
Colonial Barbie Doll,1995,12578,Collector Edition,American Stories Collection ™,Collector,Signature,"Colonial Barbie® doll wears an adorable navy blue colonial gown with white trim and red bows. She wears a white petticoat underneath her blue skirt, and a ruffled cap with a red ribbon and bow on her head. She comes with a framed ""embroidery"" square with an eagle design and a storybook discussing the new nation in 1776."
Astronaut Barbie Doll,1994,12149,Special Edition,,Collector,,
Pilgrim Barbie Doll,1995,12577,Collector Edition,American Stories Collection ™,Collector,Signature,"Pilgrim Barbie® doll is dressed for Thanksgiving in a maroon dress with ivory collar, apron, and bonnet. She carries a basket of corn, and comes with a storybook detailing her Mayflower voyage to America, and her first Thanksgiving."
